length_miles,road_name
0.1971,EAST YOSEMITE PKWY OFF RAMP
0.0733,WALNUT AVENUE
0.1907,2ND STREET
0.0549,WATHEN AVENUE
0.0493,REGENCY DRIVE
0.0853,SHARON LANE
0.998,ARROYA AVENUE
0.0525,CORTEZ AVENUE
0.047,SANDALWOOD COURT
0.0654,SOUTH SIXTH STREET
0.0476,10TH AVENUE
0.0341,NONPAREIL DRIVE
0.0098,MYRTLE AVENUE
0.048,TOLMAN WAY
0.0756,O STREET
0.11,HARDSTAND AVENUE
0.1242,WEST CARDELLA ROAD
0.3226,CRESSEY WAY
0.0861,STEPHENS STREET
0.0198,WAINWRIGHT AVENUE
0.0171,LEHIGH DRIVE
0.0709,BENJAMIN FRANKLIN COURT
0.0754,ASPENGLEN WAY
0.091,K STREET
0.0658,CARDOZA ROAD
0.0806,SANTA ANA STREET
0.1813,EAST ALEXANDER AVENUE
0.0582,VIA COMPANIA
0.1734,BANCROFT DRIVE
0.0736,FLEMING ROAD
0.0462,CASSIS DRIVE
0.047,NORTH STREET
0.1266,VALERIA AVENUE
0.1482,DONOVANS WAY
0.1143,ALMADOR TERRACE
0.125,WEST AVENUE
0.0604,PARK STREET
0.0686,SHAFFER ROAD
1.0053,BLOSS AVENUE
1.0365,EAST WASHINGTON ROAD
0.1774,PARK CREST DRIVE
0.0815,SPUMONTE COURT
0.0288,JADE AVENUE
0.5416,EAST PERIMETER AVENUE
0.0421,AVALON DRIVE
0.0511,MAHOGANY DRIVE
0.0473,ANNING COURT
0.0548,SIXTH STREET
1.0041,SUNSET DRIVE
0.0491,EVELYN COURT
0.0984,REDFERN AVENUE
0.0649,GADDY STREET
0.2577,WEST HIGHWAY 152 ON RAMP
0.1327,WESTSIDE BOULEVARD
0.0947,ORANGE AVENUE
1.3318,WEST HIGHWAY 152
0.049,MCKENZIE STREET
0.0947,MCKEE STREET
0.0588,PROVIDENCE AVENUE
0.0634,AMERICAN AVENUE
0.0151,FORIST LANE
0.2498,OLIVE AVENUE
0.0309,LA HABRA STREET
0.0587,CHRIS COURT
0.074,SAN LUIS DRIVE
0.0982,LOMBARDY AVENUE
0.1233,AMISTAD STREET
0.076,SAN JOAQUIN COURT
0.9923,SWANSON ROAD
0.0642,SOUTH CREEKSIDE DRIVE
0.0759,U STREET
0.0915,LUNA COURT
0.0517,COLLEGE GREEN DRIVE
0.058,PARADISE AVENUE
0.0496,MINNIE WAY
0.2963,CAPRI AVENUE
0.0897,CASTLE DRIVE
0.0739,PEAR AVENUE
0.0987,SOUTH HIGHWAY 33
0.0549,FREEMARK AVENUE
0.4977,TURNER AVENUE
0.0492,NORTH MERCURY STREET
0.0631,EAST YOSEMITE PARKWAY
0.091,WEST 10TH STREET
0.0389,CANAL STREET
0.0255,SEQUOIA DRIVE
0.0474,WINTON WAY
0.1451,SAN LUIS STREET
0.9394,NORTH HIGHWAY 99
0.126,EAST FORTUNA AVENUE
0.244,TURNER ROAD
0.0405,PEPPERTREE LANE
0.0679,APRON AVENUE
0.0541,OAKHURST PLACE
0.0648,KLAMATH DRIVE
0.6301,PETALUMA AVENUE
0.0517,OLDS AVENUE
0.0527,BOBCAT LANE
0.0746,DWIGHT WAY
0.1551,EAST OLIVE AVENUE
0.0537,VALLEY STREET
0.065,SOUTH ELEVENTH STREET
0.152,OLIVE AVENUE
0.4337,COTTON GIN ROAD
0.0831,SOUTH R STREET
0.0396,BLOSS AVENUE
0.1108,RUSSELL AVENUE
0.0491,PISMO WAY
0.5678,HILLDALE AVENUE
0.1329,SANTA CATALINA AVENUE
0.0578,WEST J STREET
0.0396,VARGAS COURT
0.0761,WESTON WAY
0.5013,NORTH ORCHARD DRIVE
0.0597,WILBUR WAY
0.005,WEST BAILEY AVENUE
0.0887,EVELYN LANE
0.202,NORTH ROCK CREEK DRIVE
0.01,EAST JUNIPER AVENUE
0.0246,I-5
0.0484,COUNTRYSIDE AVENUE
0.0701,LORAINE STREET
0.0031,PACHECO DRIVE
0.0573,CASTLEROCK COURT
0.1058,HIGHWAY 99 ON RAMP
0.1057,SUNOL COURT
0.0356,SUNSET DRIVE
0.9987,EAST ROOSEVELT ROAD
0.4935,ORCHARD WAY
0.0104,CANAL FARM LANE
0.1758,FAHEY ROAD
0.0148,COLONY PARK DRIVE
0.4977,HOOVER ROAD
6.006,I-5
0.1057,DRAKE AVENUE
1.0006,GUN CLUB ROAD
0.535,JULIP AVENUE
0.0494,CHIANTI DRIVE
2.9689,BUCHANAN HOLLOW ROAD
1.0073,SCHMIDT ROAD
0.0712,TOPEKA AVENUE
0.0659,IDA STREET
0.0408,EAST COMET ROAD
0.1551,LEWIS CIRCLE
0.0681,CRYSTAL SPRINGS AVENUE
0.0379,OUTRIGGER AVENUE
0.0534,EAST 26TH STREET
0.0988,BARROWS WAY
0.0314,PALERMO DRIVE
1.0918,FRANKLIN ROAD
0.2179,LOUGHBOROUGH DRIVE
0.0788,N STREET
0.1536,DOVE STREET
0.0378,DOLOMITE DRIVE
0.0349,GABRIEL DRIVE
0.0345,LATHAM DRIVE
0.0296,MIMOSA AVENUE
0.0028,EAST 16TH STREET
0.0036,VALERIA AVENUE
0.0936,WIND ROSE COURT
0.2747,LASALLE DRIVE
0.0449,COLLIER ROAD
0.7751,BISIGNANI ROAD
0.0308,BENICIA COURT
0.1229,EAST OLIVE AVENUE
0.0959,MONTGOMERY AVENUE
0.2045,WINTON WAY
0.0518,AUGUSTA LANE
0.052,WATT DRIVE
0.0755,T STREET
0.0265,DRAKELEY AVENUE
0.0552,NEW MEXICO AVENUE
0.0676,O STREET
0.0507,WINDER AVENUE
0.071,4TH AVENUE
0.0503,MIDGE AVENUE
0.1349,LA JOLLA WAY
0.091,WEST 22ND STREET
0.6523,WHITWORTH ROAD
0.4979,SNYDER ROAD
0.9813,BELL DRIVE
0.0509,SANTA ANA STREET
1.0014,EUCALYPTUS AVENUE
0.0335,SAN JUAN ROAD
0.165,WEST 16TH STREET
0.0465,SOUTH M STREET
0.0888,GRANITE COURT
0.1027,ANNE CIRCLE
0.0497,VINE STREET
0.9985,MISSION AVENUE
1.0091,SUNSET AVENUE
0.0538,PEPPERTREE DRIVE
0.0699,HEMLOCK COURT
0.0563,BROOKDALE DRIVE
0.0895,SHAFFER ROAD
0.2251,LANCE STREET
0.1401,DRAKE AVENUE
0.0866,DOGWOOD COURT
0.0755,MAIN STREET
0.2195,EAST NORTH BEAR CREEK DRIVE
0.5041,EUCALYPTUS AVENUE
0.0688,HERON DRIVE
0.0248,CRISPI DRIVE
0.0496,HAYES STREET
0.0301,SHIRLEY COURT
0.1896,OLIVE AVENUE
0.094,WEST 8TH STREET
0.0826,VALLEY OAK LANE
0.1217,PIONEER ROAD
0.0461,FERREL DRIVE
1.7093,CORRAL ROAD
0.4982,EL CAPITAN SCHOOL ROAD
0.0578,APPLEWOOD LANE
0.3107,GROGAN AVENUE
0.0947,WEST AVENUE
0.063,BALSAM WAY
0.2106,IVETT ROAD
0.0758,SEVENTH STREET
0.0515,EAST YOSEMITE PARKWAY
0.0355,GERTRUDE AVENUE
0.1123,SORRENTO COURT
0.0714,THIRD STREET
0.3799,EAST SOUTH BEAR CREEK DRIVE
0.0414,LOLLY WAY
0.2322,BROOKDALE DRIVE
0.1297,LAKE ROAD
0.0337,WILLOWBROOK DRIVE
0.0311,LITTLE ROCK COURT
1.0339,I-5
0.0244,PINOT NOIR PLACE
0.0443,ALTAIR COURT
0.0683,SIERRA STREET
0.0251,WEST COMET ROAD
0.066,EAST CALIMYRNA AVENUE
0.0627,SUN VALLEY COURT
0.1596,SOUTH COFFEE STREET
0.2504,HEALY ROAD
0.1889,BASTIDAS DRIVE
0.0491,FREEMARK AVENUE
0.0038,APPLEGATE ROAD
3.0037,RAHILLY ROAD
0.0968,DRIFTWOOD DRIVE
0.0567,RIFLE RANGE DRIVE
0.0697,SANTA FE DRIVE
0.062,ALPS DRIVE
0.4691,EUCALYPTUS AVENUE
0.1505,CROCKER AVENUE
0.0478,EAST 27TH STREET
0.0341,SAN LUIS STREET
0.0511,VIA MILANO
0.0629,JONES ROAD
0.0473,EAST JUNIPER AVENUE
0.0539,PHOENIX WAY
1.0112,WILSON ROAD
0.0728,BUSINESS PARK WAY
0.0583,NEBELA DRIVE
0.0941,EL CAPITAN AVENUE
0.0371,WILLOWBROOK
0.066,EAST NORTH BEAR CREEK DRIVE
0.0342,SWEETWATER COURT
0.0583,SANDSTONE WAY
0.0786,SULTANA DRIVE
0.097,VILLA CORDOBA AVENUE
0.0056,DOS PALOS AVENUE
0.0913,WEST 7TH STREET
0.1493,BEDFORD DRIVE NORTH
0.1737,UNION AVENUE
0.0776,SARBA CT
0.0825,HARMONY RANCH DRIVE
0.1292,SAN BERNARDINO STREET
0.0899,5TH AVENUE
0.0911,PACHECO BOULEVARD
0.3244,HIGHWAY 165
0.0499,WINCHESTER WAY
0.0824,CANON PERSIDO COURT
0.0474,VIVAZ COURT
0.1071,VANN TERRACE
0.0733,ARROYO COURT
0.2542,BUHACH ROAD
0.9979,WEST HIGHWAY 152
0.0609,BARNETT WAY
0.0333,ANTELOPE COURT
0.0586,BIRCH AVENUE
0.0224,BEDFORD COURT
0.0466,DOSANGH COURT
0.4994,EAST CARDELLA ROAD
0.0393,SIERRA MADRE DRIVE
0.0973,BALLICO AVENUE
0.0589,MYERS LANE
0.1121,THIRD STREET
1.0311,INDIANA ROAD
1.0172,NEWSOM ROAD
0.0913,WEST 19TH STREET
0.0474,AILANTHUS AVENUE
0.1477,EL PORTAL DRIVE
0.7197,COZZI ROAD
0.0316,COZZI ROAD
0.0612,POINTE LOUROSE AVENUE
0.4945,WEST AVENUE
0.0483,CHABLIS LANE
0.0602,VIA BARBERA
0.2331,ELGIN AVENUE
0.0492,RIDGE STREET
0.7496,DAIRY LANE
0.0488,OHKI STREET
0.1043,LOBO AVENUE
0.0622,VILLAGE CIRCLE DRIVE
0.1295,MOTEL DRIVE
0.4235,KENNY AVENUE
0.0558,MCSWAIN ROAD
0.4997,MEADOW DRIVE
0.3617,ATHENA DRIVE
0.0446,LAS FLORES CIRCLE
0.0536,WEST AVENUE
0.1284,WEST CHILDS AVENUE
0.1476,NORTH CREEKSIDE DRIVE
0.0364,EAST COMET ROAD
0.4997,COLUMBUS AVENUE
0.0645,D STREET
0.0572,1ST STREET
0.0378,S STREET
0.0494,BUENA VENTURA DRIVE
0.3828,NOBLE ROAD
0.0889,WEST J STREET
0.8393,GURR ROAD
0.0295,WINTON WAY
0.0909,SOUTH NANTES AVENUE
0.1891,SWAN ROAD
0.0123,WEST AIRDROME ENTRY
0.1107,COMMERCE AVENUE
0.0956,FOURTH STREET
0.5091,HIGHWAY 99
0.0695,PHELAN STREET
0.0912,WEST 21ST STREET
0.0504,VIA DEL PETTORUTO
0.1518,F STREET
0.1305,NORTON AVENUE
0.1341,WALNUT AVENUE
0.073,W DRIVE
0.0911,WEST 12TH STREET
0.497,VALERIA AVENUE
0.05,STANFORD AVENUE
0.0564,ADAME COURT
0.0755,S STREET
0.0363,6TH AVENUE
0.0527,WAINWRIGHT AVENUE
0.0453,BUTTERNUT COURT
2.502,BUNKER ROAD
0.0768,P STREET
0.2835,WARDROBE AVENUE
0.1475,IDA STREET
0.5251,VASSAR AVENUE
0.1076,R STREET
0.0201,N STREET
0.0054,SOUTH KNIEBES ROAD
1.5007,COYOTE ROAD
2.2925,OAKDALE ROAD
0.0492,MERCED AVENUE
0.1242,EAST BELLEVUE ROAD
0.087,HOGAN COURT
0.1199,ST JAMES DRIVE
0.5021,G STREET
0.1245,DYNES STREET
0.0642,SOUTH NINTH STREET
0.3541,HIGHWAY 99
0.0826,GAGE STREET
0.0748,CORTES DRIVE
0.5035,TEGNER ROAD
0.0944,CUSTOMER CARE WAY
0.0903,F STREET
0.5016,WASHINGTON ROAD
0.0477,THOMAS STREET
0.9841,MISSION AVENUE
0.2529,LANDER AVENUE
0.3073,HIGHWAY 99 OFF RAMP
0.1561,MANSIONETTE DRIVE
0.0684,D STREET
6.0517,I-5
0.0523,LAGO COURT
0.2163,FRESNO ROAD
1.0301,SUNSET DRIVE
0.0667,PACIFIC LANE
0.9992,DELTA ROAD
0.0291,SIRSI COURT
0.1054,BARCLAY WAY
0.031,SPINNAKER DRIVE
0.0735,STONEWALL COURT
0.0314,DOVE STREET
0.0211,G STREET
0.034,CAMROSE STREET
0.7491,TAHOE STREET
0.0715,FIFTH STREET
0.0754,MARTIN LUTHER KING JR WAY
0.0775,PINE STREET
0.0984,V STREET
0.0869,GOLDEN GATE AVENUE
0.9524,OAKDALE ROAD
0.1563,HAMPSHIRE DRIVE
0.14,BUENA VISTA DRIVE
0.0759,MYRTLE AVENUE
0.2583,HIGHWAY 165
0.5019,ROBIN AVENUE
0.2024,WALNUT AVENUE
0.05,CHARDONNAY WAY
6.1491,SNELLING ROAD
0.103,DESTINY DRIVE
0.9993,OAK AVENUE
0.2014,PARK AVENUE
0.1161,LINDEN STREET
0.0568,HERITAGE DRIVE
0.158,SOUTH CREEKSIDE DRIVE
0.045,CADET COURT
0.0478,SCRIPPS DRIVE
0.0607,E STREET
0.4938,EAST OLD LAKE ROAD
0.6919,PAUL NEGRA ROAD
0.1747,MARVIS DRIVE
0.0477,LEXINGTON AVENUE
1.0787,I-5
0.6644,CAMPUS PARKWAY
0.0424,SADDLEBACK COURT
0.0262,LOUGHBOROUGH DRIVE
0.0427,SHASTA DRIVE
0.0196,GRIFFITH AVENUE
0.0964,SUZANNE COURT
0.3395,MERCED AVENUE
0.0912,FRANQUETTE COURT
0.1799,PENNSYLVANIA AVENUE
0.0551,JEFFERSON AVENUE
0.1472,LESLIE DRIVE
0.0354,LIMESTONE BOULEVARD
0.032,CASTELLANA COURT
0.0509,BIANCHI LANE
0.0597,PATRIOTIC DRIVE
0.0754,O STREET
0.0548,Q STREET
0.6984,BATTEN ROAD
0.148,BIRCHWOOD AVENUE
0.0564,MANDEVILLE LANE
0.0782,TIPPERARY AVENUE
0.1192,HASKELL AVENUE
0.091,WASHINGTON STREET
0.1035,WESTSIDE BOULEVARD
0.1327,EAST 11TH STREET
0.1608,WINTON PARKWAY
0.0382,MONTAGE DRIVE
0.8383,MERCED AVENUE
0.041,KETTLE ROCK COURT
0.0696,HARLEQUIN DRIVE
0.0433,NORTHWOOD DRIVE
0.0111,WEST PETTINOTTI ROAD
0.0365,AVIGNON DRIVE
0.1403,MONT CLIFF WAY
0.7644,VOLTA ROAD
0.1649,ELGIN AVENUE
0.0727,DEREK AVENUE
0.5044,SYCAMORE STREET
0.9654,HAYDEN ROAD
0.1375,WEST WILLMOTT AVENUE
0.0523,WEST I STREET
0.0755,CANAL STREET
4.1605,PAUL NEGRA ROAD
0.0291,RUBY AVENUE
0.041,MOORE COURT
0.048,CARLEN AVENUE
0.0943,WALNUT AVENUE
0.0999,8TH STREET
0.1033,PETUNIA COURT
0.0542,9TH STREET
0.1398,PROGRESS AVENUE
0.1627,NORTH SANTA RITA STREET
0.0446,FRESNO ROAD
0.2512,SOUTH THORNTON ROAD
0.0506,WINTON WAY
0.973,YOSEMITE AVENUE
0.1055,SANTA BARBARA STREET
0.0568,SOWELL STREET
0.0274,LA PURISMA STREET
0.0676,GREENLAND DRIVE
0.0328,ARGUELLO DRIVE
0.0294,DELHI AVENUE
0.0764,GLEN AVENUE
0.0241,ALMOND STREET
0.0762,S STREET
0.2647,NORTH HIGHWAY 99
0.0511,EAST 26TH STREET
0.0254,SAVANNAH COURT
0.5178,CAMPBELL BOULEVARD
0.0947,SUNSET DRIVE
0.0897,CEDAR SPRINGS AVENUE
0.0975,BAXTER COURT
0.3485,EAST PACHECO BOULEVARD
0.1017,MADRONA DRIVE
0.0477,BEDFORD DRIVE
0.0382,KIMBERLY WAY
0.0351,IRON COURT
0.1496,SHAFFER ROAD
0.1234,VIA ITALIANO
0.0361,E STREET
0.2119,PRINCE ROAD
0.0478,CAMINO AVENUE
0.0462,MAYWEED DRIVE
0.0097,PAULSON ROAD
0.0874,WHISPER WAY
0.0617,WALNUT AVENUE
0.05,JENNIFER WAY
0.0727,WINTON WAY
0.0678,DIANE COURT
0.0211,MARS CIRCLE
0.129,SOUTH M STREET
0.0727,SPRING STREET
0.0956,WAVERLY DRIVE
0.0966,EAST BELLEVUE ROAD
0.3879,EVOLUTION VALLEY ROAD
0.0195,LOBO AVENUE
0.1007,KINGFISHER COURT
0.7518,EAST SOUTH BEAR CREEK DRIVE
0.0759,NINTH STREET
0.0932,WEST 16TH STREET
0.1238,SANTA FE DRIVE
0.0346,JENNER DRIVE
0.054,CASTLE WOOD AVENUE
0.4978,BRADBURY ROAD
1.0039,LONGVIEW AVENUE
0.2195,I-5 ON RAMP
0.0587,SCRIPPS DRIVE
0.0536,LAUREL AVENUE
0.0116,GOLDEN OAK LANE
0.9518,EAST GERARD AVENUE
0.3231,ERRECA ROAD
0.1148,WEST M STREET
0.0503,JOERG AVENUE
0.0706,TIOGA COURT
0.571,AVERY ROAD
0.0532,LUIGI AVENUE
0.0262,HEALY ROAD
0.0496,MCKINLEY STREET
0.1296,GASTENBIDE ROAD
0.1036,BURLWOOD DRIVE
0.8585,RAYNOR RANCH ROAD
0.0489,STARLIGHT AVENUE
0.0512,AUGUSTA LANE
0.0377,MADERA COURT
0.0766,T STREET
0.0911,WEST 27TH STREET
0.0504,WATERTOWN DRIVE
0.0495,MENDOCINO STREET
0.0746,KRAFFT ROAD
0.5013,BUHACH ROAD
0.0409,SOUTH G STREET
0.294,ESSEX DRIVE
0.1366,ASTORIA DRIVE
0.1143,WILDCAT DRIVE
0.0077,EAST MISSION AVENUE
0.0815,NORTH MAIN STREET
0.0285,MARTIN LUTHER KING JR WAY
0.5692,MCCABE ROAD
0.0713,WHITE GATE DRIVE
0.0464,GEE GEE AVENUE
0.0481,MONTEREY COURT
1.0338,WEST HIGHWAY 140
0.1489,HIGHWAY 99
0.0396,WALLIS AVENUE
0.0599,OVERLAND AVENUE
0.0627,PEACH AVENUE
0.9896,FRESNO ROAD
0.1362,STRETCH ROAD
0.4981,HOOVER ROAD
0.0975,FAXON DRIVE
0.2486,WINTON WAY
0.0715,CORAL CIRCLE
0.0932,PALMER PLACE
0.0955,CAMPGROUND ROAD
0.0614,HAWTHORN AVENUE
0.0926,ILLINOIS AVENUE
0.0526,PARK PLACE DRIVE
0.1386,EAST GERARD AVENUE
0.0479,MCKINLEY STREET
0.0415,FIRST STREET
0.4846,HIGHWAY 99 ON RAMP
0.3995,WILLOW RUN DRIVE
1.0012,WEST HARDING ROAD
0.0355,SANTA FE DRIVE
0.259,COLONY LANE
0.502,MINT ROAD
0.0349,ROBIN HOOD COURT
0.1179,SOUTH CENTER AVENUE
0.1228,GLEN AVENUE
0.0315,DAN WARD ROAD
0.125,GROVE AVENUE
0.0481,NORTH SECOND STREET
0.0545,TORREY PINES COURT
0.156,LADY DI COURT
0.0468,LAUGHLIN LANE
0.333,HIGHWAY 99
0.0874,ANTARES COURT
0.0521,CHAPMAN DRIVE
0.0774,THIRD STREET
0.0478,CHEYENNE DRIVE
0.8918,HEREFORD ROAD
0.0276,WEST CARDOZA ROAD
0.1519,WEST BELLEVUE ROAD
0.0606,FIFTH STREET
0.0759,YAGI STREET
0.5045,LINCOLN BOULEVARD
0.0509,ESPLANADE DRIVE
0.4955,FRANKLIN ROAD
0.0646,SANTA RITA AVENUE
0.0635,G STREET
0.0701,LINDSEY LANE
0.0516,MANZANITA WAY
0.0712,ZORA COURT
0.476,THRIFT ROAD
0.0515,WEST PACHECO BOULEVARD
0.0459,PAULSON ROAD
0.0769,Q STREET
0.1006,DINKEY CREEK AVENUE
1.2827,BRITTO ROAD
0.502,WESTSIDE BOULEVARD
0.0114,HILLYER AVENUE
0.1366,BONIFACIO WAY
0.1215,FRIGUGLIETTI AVENUE
0.0288,HUNTINGTON DRIVE
0.0755,MACKENZIE COURT
0.27,BELCHER AVENUE
0.0348,BRIGHTDAY DRIVE
0.0264,FOXMEADOW WAY
0.0685,HIGHWAY 99
0.5037,HOWARD ROAD
0.037,3RD AVENUE
0.3756,SOUTHERN PACIFIC AVENUE
0.0577,MAIN STREET
0.0521,SONGBIRD DRIVE
0.0441,MONTELENA AVENUE
0.111,COLLEGE GREENS DRIVE
0.0335,CRESCENT COURT
0.1018,DOUGLAS AVENUE
0.0138,ATWATER-MERCED EXPRESSWAY
0.0271,FLORAL DRIVE
0.1164,ANISE COURT
0.0485,NORTH PLAINSBURG ROAD
0.5007,CUSTER AVENUE
0.0739,CLAYTON COURT
0.0835,MISSION DRIVE
0.0249,GREYSTONE LANE
0.3284,NORTH HIGHWAY 99
0.083,DOROTHY DRIVE
0.0492,INDIAN RIDGE COURT
0.1248,ATHLONE ROAD
0.0801,JUDY COURT
0.0549,PARDEE SERA AVENUE
0.121,NORTH GIANNINI ROAD
0.1056,TOKAY CIRCLE
0.0509,AVIGNON DRIVE
0.1172,FOWLER AVENUE
0.0633,WHITE DOVE AVENUE
0.0758,G STREET
1.0368,PRIVATE ROAD
0.0905,WEST 23RD STREET
0.4988,SULTANA DRIVE
0.1299,MISSION AVENUE
0.0586,EAST B STREET
0.0498,LOS ALTOS DRIVE
0.0235,LOS FELIS WAY
0.4088,STEPHENS STREET
0.1418,FALASCO AVENUE
0.0714,EAST 18TH STREET
0.0372,BEDFORD DRIVE
0.3104,SHUTTLE DRIVE
0.0385,ELI COURT
0.1461,DANA COURT
0.028,IVORY COURT
0.1533,AZUSA ROAD
0.027,PIGEON COURT
0.1642,NORTH SANTA ANA STREET
0.1121,COLORADO DRIVE
0.0076,EAST 15TH STREET
0.2818,MEADOWS AVENUE
0.0417,ACACIA DRIVE
0.1638,WEST BELLEVUE ROAD
0.9996,WILLIAMS AVENUE
0.1256,EAST BELLEVUE ROAD
0.0761,Q STREET
0.0718,COTTAGE STREET
0.0229,SPRING BROOK DRIVE
0.0511,CHESTNUT DRIVE
0.4798,TURNER ISLAND ROAD
0.0063,OLEANDER AVENUE
0.0757,K STREET
0.0637,JUNIPER AVENUE
0.0486,WEST AVENUE
0.4945,WHITWORTH ROAD
0.0379,SAN JUAN AVENUE
0.1368,EAST 12TH STREET
0.0952,FAIRMONT DRIVE
0.1288,SOUTH MERCEY SPRINGS ROAD
1.0005,PRINCETON ROAD
0.04,OSPREY STREET
0.0394,BARROSO AVENUE
0.5019,CEMETERY ROAD
0.1131,HARRISON AVENUE
0.0348,LATHAM DRIVE
0.5039,CREEK ROAD
1.7898,FAHEY ROAD
0.0933,ELGIN AVENUE
0.0913,KING STREET
0.0772,DIAMOND LANE
0.5366,PHILLIPS ROAD
0.0485,ZELKOVA WAY
0.061,ALFARATA BOULEVARD
0.033,THIRD STREET
1.0038,LOMBARDY AVENUE
0.2798,SOUTHERN PACIFIC AVENUE
0.0472,CAROL AVENUE
0.0908,WEST 19TH STREET
0.0735,MAIN STREET
0.0496,DIABLO STREET
0.9915,MILLUX AVENUE
0.0648,PACHECO BOULEVARD
0.049,BIRCHWOOD AVENUE
0.0164,BANNON LANE
0.169,TAHOE DRIVE
0.0471,SOUTH G STREET
0.0738,SARATOGA
0.0044,BIRD STREET
0.1136,LOMBARDY AVENUE
0.0517,BUENA VISTA DRIVE
0.0758,MARTIN LUTHER KING JR WAY
0.0793,ELMWOOD DRIVE
0.1552,STANFORD AVENUE
0.0278,CEDAR AVENUE
0.0762,SIXTH STREET
0.0333,SWALLOW COURT
0.0911,HANSEN AVENUE
0.1207,PALM AVENUE
0.0127,WEST CHILDS AVENUE
0.1722,KENSINGTON CIRCLE
0.0838,BERT CRANE ROAD
0.0273,F STREET
0.0529,COMMANDER AVENUE
0.7452,OAKDALE ROAD
0.1792,SHELL STREET
0.132,RAVENSWOOD DRIVE
0.1914,PALM AVENUE
0.1282,SHAFFER ROAD
0.1967,HUNTINGTON DRIVE
0.0157,DE LA COLOMA DRIVE
0.088,L STREET
0.174,PARSONS AVENUE
0.0773,SPRING BROOK DRIVE
0.0695,J STREET
0.7396,DICKENSON FERRY ROAD
0.3579,EAST SANTA FE AVENUE
0.0782,HICKORY AVENUE
0.0581,EAST HOLLY AVENUE
0.0795,SAVONA COURT
0.0352,SUNBURST COURT
0.8557,WHITWORTH ROAD
0.034,SOUTH N STREET
0.0691,FIRST STREET
0.0098,L STREET
0.0515,SAN MORITZ AVENUE
0.0295,EAST CHILDS AVENUE
0.0492,CAMPUS DRIVE
0.1044,PACIFIC DRIVE
0.057,PINE AVENUE
0.0773,V ST OFF RAMP
0.0498,CONESTOGA DRIVE
0.2479,CARMELLIA AVENUE
0.5001,EAST EL NIDO ROAD
0.05,SEQUOIA WAY
0.0308,MAGNOLIA COURT
0.1072,UKIAH COURT
0.0583,SYDNEY LANE
0.0367,SANTA RITA STREET
0.0059,SOUTH KNIEBES ROAD
0.0631,GUADALUPE AVENUE
0.1687,GERTRUDE AVENUE
0.3779,LAKE ROAD
0.0869,ILLINOIS AVENUE
0.0764,BARKER LANE
0.0651,BROOKDALE DRIVE
0.466,YOSEMITE AVENUE
0.1091,HILLCREST STREET
0.0492,BARCELONA DRIVE
0.1176,WEST BELLEVUE ROAD
0.0502,PARKWEST STREET
0.0555,SANDSTONE WAY
0.0163,NORTH AVENUE
0.5054,PHILLIPS ROAD
0.0256,WILLOWBROOK
0.1301,SECOND STREET
0.0556,CHRISTIAN STREET
0.0481,KRAFFT ROAD
0.0716,COLUMBIA DRIVE
0.0596,SOUTH HIGHWAY 99
0.0853,LOPES AVENUE
1.3527,WEST HIGHWAY 152
0.506,SHEESLEY ROAD
0.1052,RIVER VIEW DRIVE
0.0611,SIXTH STREET
0.0644,PEACH AVENUE
0.008,RASCAL COURT
0.0495,EAST FIR AVENUE
0.0046,BERT CRANE ROAD
0.097,SPRINGWOOD DRIVE
0.0527,BERKELEY DRIVE
0.3413,RAYNOR RANCH ROAD
0.0324,JOHN COURT
1.5559,WEST HIGHWAY 140
0.1266,CINDY STREET
0.0485,BONTA AVENUE
0.0157,HEADWIND DRIVE
0.0325,3RD AVENUE
0.0343,WOODBRUSH AVENUE
0.0592,LA JOLLA WAY
0.0493,FALCON AVENUE
0.0719,ASH AVENUE
0.7384,CANYON ROAD
0.0812,PACHECO BOULEVARD
0.0839,VIRGINIA STREET
0.037,ELM AVENUE
0.0887,PINE STREET
0.0404,PROPELLER PLACE
0.0709,APPLE LANE
0.0295,GREENBRIAR DRIVE
0.8171,BRADBURY ROAD
0.2465,AUGUST AVENUE
0.0509,SAN RAFAEL STREET
0.0522,IRVINE DRIVE
0.1132,STATION AVENUE
0.0511,BEECHWOOD DRIVE
0.0442,MONDOVI COURT
2.0553,FIELDS ROAD
0.246,ELM AVENUE
0.061,GARDEN DRIVE
0.0422,DESTINY COURT
0.4991,PEPPER STREET
0.0538,HERON DRIVE
0.1151,MARINER WAY
0.2536,SOUTH HIGHWAY 99
0.0311,CARLY ANNE COURT
0.1211,GEORGE WASHINGTON COURT
0.2333,CAMPUS PARKWAY
0.2175,OLIVE AVENUE
0.0477,SANTA ANA STREET
0.0756,SIXTH STREET
0.0905,WEST 19TH STREET
0.2564,FOX ROAD
0.0646,WEST CHILDS AVENUE
0.027,RIVERBROOK COURT
0.0652,SPORTS DRIVE
0.0225,NEPTUNE STREET
0.1006,ROCK CREEK COURT
0.3585,ALMOND AVENUE
0.1478,WEST WILLMOTT AVENUE
0.0425,DENA COURT
0.0817,SENECA STREET
0.0527,EAST YOSEMITE PARKWAY
0.1195,COTTON GIN ROAD
0.5674,MORAN AVENUE
0.0879,SCHOLARS LANE
0.1965,WEST OLIVE AVENUE
0.0845,JEFFREY ROAD
0.816,WEST HIGHWAY 152
0.0308,CARLUCCI ROAD
1.0162,PFITZER ROAD
0.0322,WEST L STREET
0.0098,TRINDADE ROAD
